Timestamp,CPU_Usage(%),Memory_Usage(%),Disk_IO(MB/s),Network_Latency(ms),Error_Rate,Downtime
2023-01-01 00:00:00,54.96714153011233,49.82257904269167,163.9314499066727,20.2914204865939,0.01528142451698599,0
2023-01-01 01:00:00,48.61735698828815,55.41750805419521,161.3329437014267,34.17521529594692,0.030127024710156,0
2023-01-01 02:00:00,56.47688538100692,51.03928408432286,112.5392061677803,41.19457390561121,0.01801813152697682,0
2023-01-01 03:00:00,65.23029856408026,61.65627070419179,173.1833688705495,52.24503366387037,0.0209056926471764,0
2023-01-01 04:00:00,47.65846625276664,77.95767797192869,90.39669297693527,65.36243489910318,0.02717390606637718,0
2023-01-01 05:00:00,47.6586304305082,48.43436764288193,123.8326269695869,60.41203915057647,0.01941036593151059,0
2023-01-01 06:00:00,65.79212815507391,75.01230746652621,70.03648748408769,32.31012802328772,0.001821521416701409,0
2023-01-01 07:00:00,57.67434729152909,48.27491891479669,212.3450606785126,44.42431606751521,0.03040587504553548,0
2023-01-01 08:00:00,45.30525614065048,47.28559181254674,140.7380202421882,51.1456338305385,0.03254928829915051,0
2023-01-01 09:00:00,55.42560043585965,72.2789192751482,236.6753613926525,46.06689313330251,0.001688839083995565,0
2023-01-01 10:00:00,45.36582307187538,73.82904567011425,182.1179970607798,45.96057161197558,0.00956708794338462,0
2023-01-01 11:00:00,45.34270246429743,72.77114905143982,167.923928534041,24.15885013018592,0.04023879617485511,0
2023-01-01 12:00:00,52.41962271566034,40.26303887672788,126.55089222876,32.70898773290539,0.02232034678503912,0
2023-01-01 13:00:00,30.86719755342202,53.01073532891924,108.1459985725032,43.9559022629109,0.02003551273270365,0
2023-01-01 14:00:00,32.75082167486967,72.34482888004982,170.9188629558778,3.601614875822563,0.0157361659295043,0
2023-01-01 15:00:00,44.37712470759027,60.62312760845842,147.1394396290807,59.60966480014782,0.009692973491433656,0
2023-01-01 16:00:00,39.87168879665576,43.89460730703804,96.42918738058796,29.40981350433396,0.01805582357693616,0
2023-01-01 17:00:00,53.14247332595274,66.87476908688163,89.32566333966726,60.30257199897707,0.02974422739165711,0
2023-01-01 18:00:00,40.91975924478789,49.27789111512794,111.6518508342566,58.98374006706365,0.01984322040619001,0
2023-01-01 19:00:00,35.87696298664709,86.91787272588319,222.8386890106492,41.84460435331424,0.02610284085893048,0
2023-01-01 20:00:00,64.65648768921554,83.17262193627388,238.5311167204522,65.00822488552306,0.03765707148506563,0
2023-01-01 21:00:00,47.74223699513465,69.06146139533351,158.1995658923564,61.147960173874,0.01419521819553807,0
2023-01-01 22:00:00,50.67528204687924,80.4151005715466,155.9577118496515,45.36557793748039,0.02302874900658442,0
2023-01-01 23:00:00,35.75251813786544,60.97187025185072,136.5471851268192,43.67360577212452,0.03004393560935678,0
2023-01-02 00:00:00,44.55617275474818,71.48156241562523,112.6205860676199,66.45849178496535,0.01067096366533403,0
2023-01-02 01:00:00,51.10922589709866,82.16580442953112,205.0071623042897,53.48020759111496,0.02178052828065805,0
2023-01-02 02:00:00,38.49006422577698,63.68248022691469,224.9430557558854,65.67045752552214,0.03872324524626361,0
2023-01-02 03:00:00,53.75698018345672,56.17219242728574,114.2632365664286,14.16538888470895,0.01659749619540184,0
2023-01-02 04:00:00,43.99361310081195,34.43067062734326,146.6864648630159,51.47727645529193,0.0306834653800379,0
2023-01-02 05:00:00,47.08306250206724,58.75299711417759,132.0053479715933,26.33886369545941,0.01858863122790228,0
2023-01-02 06:00:00,43.98293387770603,72.35134776843466,133.1904370054009,49.61317238769855,0.0379958701731699,0
2023-01-02 07:00:00,68.52278184508938,74.18450141351444,197.4363302171945,60.70730312518826,0.003545321111628946,0
2023-01-02 08:00:00,49.86502775262066,67.56547598577615,97.52153818535513,76.08710218623654,0.02064956191010284,0
2023-01-02 09:00:00,39.422890710441,51.8805135755664,168.6587876374522,35.92749907344221,0.005211453048541101,0
2023-01-02 10:00:00,58.22544912103189,30.34767646578614,179.1295242922346,42.11442792047026,0.01299123183719106,0
2023-01-02 11:00:00,37.79156350028978,52.57177352992898,144.3139530559272,48.56700639386694,0.01293181214704805,0
2023-01-02 12:00:00,52.08863595004755,55.43482693419073,185.7227130794709,35.38203347807164,0.01733043692866146,0
2023-01-02 13:00:00,30.40329876120224,55.30606549214978,155.906073621498,64.67839593183885,0.008117086493046802,0
2023-01-02 14:00:00,36.71813951101569,69.27834535466887,198.6851968462445,48.94858181951565,0.01928260442440488,0
2023-01-02 15:00:00,51.96861235869123,89.7851461652226,89.11178780296584,51.82935535064069,0.02460466504481178,0
2023-01-02 16:00:00,57.38466579995411,61.8529380276164,136.0489895597252,59.30259690161238,0.00468096867378434,0
2023-01-02 17:00:00,51.7136828118997,56.74902316265307,147.1274742859586,48.92432725436886,0.01365067509970528,0
2023-01-02 18:00:00,48.84351717611759,56.11167280493861,50.0,37.73691307736202,0.04540992132763023,0
2023-01-02 19:00:00,46.98896304410711,61.86577150361571,106.5618906568586,49.054696425523,0.02329237138865849,0
2023-01-02 20:00:00,35.21478009632573,47.57559359477402,117.4560298256486,37.15727960729916,0.001822587958182329,0
2023-01-02 21:00:00,42.80155791605291,61.80297838119083,187.928239792934,51.6197133367473,0.005995341352402124,0
2023-01-02 22:00:00,45.39361229040212,66.762185044977,121.726266147416,64.95406581202695,0.02225904245372861,0
2023-01-02 23:00:00,60.57122226218915,63.14529095361732,117.2768405077609,32.37532561591502,0.02100666038574238,0
2023-01-03 00:00:00,53.43618289568462,66.86312901007172,182.6994312262477,27.01443497836862,0.0141255719829912,0
2023-01-03 01:00:00,32.36959844637266,66.50621414022802,85.28357416839782,50.73874903879511,0.04193314956887976,0
2023-01-03 02:00:00,53.24083969394795,33.42154976630334,67.15023730225711,38.48300574884141,0.04618728820868653,0
2023-01-03 03:00:00,46.14917719583683,69.55305237593105,135.5363079972261,50.47617911617954,0.01735616640150277,0
2023-01-03 04:00:00,43.23077999694041,49.93477731506319,92.09172927686579,54.80605280914551,0.02872956865926739,0
2023-01-03 05:00:00,56.11676288840868,43.56241255494064,93.61282821361404,17.84470656607191,0.02923166171321002,0
2023-01-03 06:00:00,60.30999522495951,43.43322258217506,172.9373516675193,60.34774141487813,0.03055873139477577,0
2023-01-03 07:00:00,59.31280119116199,66.50312415708794,185.0389535165032,32.45497245567127,0.01359914678226096,0
2023-01-03 08:00:00,41.60782476777361,56.6613760916272,181.554568634085,49.66478074152965,0.03939449217220537,0
2023-01-03 09:00:00,46.90787624148786,34.77046824021884,194.3510664122893,40.10926496842355,0.01931402803765591,0
2023-01-03 10:00:00,53.31263431403564,67.17056722788425,199.6453728005921,41.72064477823558,0.02421992081025111,0
2023-01-03 11:00:00,59.75545127122359,38.40587803801759,64.85639164692276,75.40936909426982,0.0200204351022831,0
2023-01-03 12:00:00,45.2082576215471,62.09732037777317,168.0164783971787,54.78901281193492,0.01860313827701241,0
2023-01-03 13:00:00,48.14341023336183,63.57748388509581,128.8156720172177,63.57032604430386,0.0227840445993786,0
2023-01-03 14:00:00,38.93665025993972,73.28365622542567,120.1030301603826,52.26412031304115,0.00814114426206483,0
2023-01-03 15:00:00,38.03793375919329,86.72527179700278,172.4165852883482,59.30020361982431,0.0002884698082635077,0
2023-01-03 16:00:00,58.12525822394198,39.52985511149188,80.78818080416993,56.26067543215178,0.01786619523986274,0
2023-01-03 17:00:00,63.56240028570823,59.21289215905426,79.9556557651072,53.81684217030239,0.01119572363076731,0
2023-01-03 18:00:00,49.27989878419666,55.85497057433674,175.3429097632687,66.6073386374702,0.0254750367798664,0
2023-01-03 19:00:00,60.03532897892024,66.50624528941444,169.5114407004359,52.34758180766405,0.02433790158711649,0
2023-01-03 20:00:00,53.61636025047634,63.23503156400428,155.4693062348604,84.27722858326558,0.02013480019696702,0
2023-01-03 21:00:00,43.54880245394876,54.7118063589507,114.8034638110745,64.40797359218656,0.03481574790554385,0
2023-01-03 22:00:00,53.61395605508414,53.38646717083716,179.753185383285,32.90688953390465,0.0199377232113703,0
2023-01-03 23:00:00,65.38036566465969,43.25323717223929,177.212115682419,47.35175436525527,0.005418491570541036,0
2023-01-04 00:00:00,49.64173960890049,74.81792373609764,153.4121806018982,55.95616399236003,0.01776355758345584,0
2023-01-04 01:00:00,65.64643655814007,66.88806272399295,102.9071583492091,50.66745253568055,0.0317096776685501,0
2023-01-04 02:00:00,23.80254895910256,73.76652296692706,132.9900661708197,60.30310128458252,0.001157453270394571,0
2023-01-04 03:00:00,58.21902504375224,55.3440579528673,183.5133471009777,61.95525057250811,0.01905963672950024,0
2023-01-04 04:00:00,50.87047068238171,50.14746796958354,203.0876489120715,29.60619521301553,0.02575462034558955,0
2023-01-04 05:00:00,47.00992649534133,43.82527400056158,136.9385358649469,69.21616317074742,0.04652242334527783,0
2023-01-04 06:00:00,50.91760776535502,65.38376375610989,140.0130812876695,42.54773801770934,0.03208257636927606,0
2023-01-04 07:00:00,30.12431085399107,44.40310163207648,143.5324356789976,41.06143241202864,0.02132616383364486,0
2023-01-04 08:00:00,47.80328112162488,87.72994603449825,160.9957203564389,41.01316410941689,0.02520759226346947,0
